pl_name,hostname,st_mass,pl_bmassj,pl_massj,pl_orbsmax,pl_orbeccen,sy_snum,sy_pnum,pl_orbper,planet_mass_jup,planet_solar_mass,star_solar_mass,ecc,sma
HD 1502 b,HD 1502,1.46,2.75,,1.262,0.031,1,1,428.5,2.75,0.00262625,1.46,0.031,1.262
Kepler-204 c,Kepler-204,1.038,0.0121,,0.173,0.0,1,2,25.660593,0.0121,1.15555e-05,1.038,0.0,0.173
HD 155358 b,HD 155358,1.15,0.99,,0.63,0.17,1,2,194.3,0.99,0.00094545,1.15,0.17,0.63
TOI-122 b,TOI-122,0.312,0.0247,,0.0392,0.0,1,1,5.07803,0.0247,2.35885e-05,0.312,0.0,0.0392
K2-24 b,K2-24,1.07,0.05978039,0.0597803857408048,0.154,0.06,1,2,20.88977,0.05978039,5.7090272450000004e-05,1.07,0.06,0.154
Kepler-1894 c,Kepler-1894,0.999,0.00606,,0.0576,0.0,1,2,5.05368985,0.00606,5.7873000000000005e-06,0.999,0.0,0.0576
Kepler-365 b,Kepler-365,1.02,0.0152,,0.098,0.0,1,2,10.664903,0.0152,1.4516e-05,1.02,0.0,0.098
TOI-1246 e,TOI-1246,0.8889,0.0456221,0.0456221019916574,0.212,0.0,1,4,37.92548,0.0456221,4.35691055e-05,0.8889,0.0,0.212
Kepler-1215 b,Kepler-1215,0.95,0.00624,,0.0528,0.0,1,1,4.76703963,0.00624,5.9592e-06,0.95,0.0,0.0528
TOI-2796 b,TOI-2796,1.063,0.44,0.44,0.0569,0.0,1,1,4.8084983,0.44,0.0004202,1.063,0.0,0.0569
TOI-3693 b,TOI-3693,0.867,1.02,1.02,0.0813,0.0,1,1,9.088516,1.02,0.0009741,0.867,0.0,0.0813
K2-147 b,K2-147,0.565606,0.00872,,0.01575,0.38,1,1,0.961939,0.00872,8.3276e-06,0.565606,0.38,0.01575
K2-260 b,K2-260,1.39,1.72,1.72,0.04392,0.053,1,1,2.62669762,1.72,0.0016426,1.39,0.053,0.04392
WASP-172 b,WASP-172,1.49,0.47,0.47,0.0694,0.0,1,1,5.477433,0.47,0.00044885,1.49,0.0,0.0694
V1298 Tau c,V1298 Tau,1.135,0.24,0.24,0.0825,0.43,3,4,8.24958,0.24,0.0002292,1.135,0.43,0.0825
K2-290 c,K2-290,1.194,0.774,0.774,0.305,0.0,3,2,48.36685,0.774,0.00073917,1.194,0.0,0.305
CoRoT-18 b,CoRoT-18,0.861,3.47,3.47,0.0295,0.08,1,1,1.9000693,3.47,0.00331385,0.861,0.08,0.0295
CoRoT-12 b,CoRoT-12,1.078,0.917,0.917,0.04016,0.07,1,1,2.828042,0.917,0.0008757350000000001,1.078,0.07,0.04016
HAT-P-17 b,HAT-P-17,0.857,0.58,0.58,0.0882,0.35,1,2,10.33852,0.58,0.0005539,0.857,0.35,0.0882
Kepler-1129 c,Kepler-1129,1.0,0.0249,,0.35367,0.0,1,2,76.5369586,0.0249,2.3779499999999998e-05,1.0,0.0,0.35367
Kepler-1464 c,Kepler-1464,1.02,0.00306,,0.06101,0.0,1,2,5.32786292,0.00306,2.9223e-06,1.02,0.0,0.06101
Kepler-151 b,Kepler-151,0.87,0.0302,,0.116,0.0,1,2,15.228958,0.0302,2.8841e-05,0.87,0.0,0.116
Kepler-55 d,Kepler-55,0.631,0.00993,,0.029,0.0,1,5,2.211099,0.00993,9.483149999999999e-06,0.631,0.0,0.029
HATS-23 b,HATS-23,1.121,1.47,1.47,0.03397,0.114,1,1,2.1605156,1.47,0.0014038499999999999,1.121,0.114,0.03397
HAT-P-20 b,HAT-P-20,0.756,7.246,7.246,0.0361,0.015,1,1,2.875317,7.246,0.00691993,0.756,0.015,0.0361
HATS-42 b,HATS-42,1.273,1.88,1.88,0.03689,0.229,1,1,2.292102,1.88,0.0017954,1.273,0.229,0.03689
HATS-40 b,HATS-40,1.561,1.59,1.59,0.04997,0.312,1,1,3.2642736,1.59,0.0015184500000000002,1.561,0.312,0.04997
Kepler-1329 b,Kepler-1329,0.72,0.0168,,0.0747,0.0,1,1,9.33646594,0.0168,1.6044e-05,0.72,0.0,0.0747
GJ 876 b,GJ 876,0.32,2.2756,2.2756,0.208317,0.0324,1,4,61.1166,2.2756,0.002173198,0.32,0.0324,0.208317
K2-34 b,K2-34,1.16,1.698,1.698,0.0442,0.0,1,1,2.9956348,1.698,0.00162159,1.16,0.0,0.0442
HD 191939 d,HD 191939,0.81,0.00880979,0.00880978521218212,0.2132,0.031,1,6,38.353037,0.00880979,8.41334945e-06,0.81,0.031,0.2132
KELT-7 b,KELT-7,1.535,1.39,1.39,0.04415,0.0,1,1,2.73477,1.39,0.00132745,1.535,0.0,0.04415
TOI-1410.01,TOI-1410,0.7941,0.0393294,0.0393293982686702,0.0207,0.0,1,2,1.21687,0.0393294,3.7559577e-05,0.7941,0.0,0.0207
TOI-1174 b,TOI-1174,0.85,0.10068326,0.100683259567796,0.07994,0.0,1,1,8.953487683,0.10068326,9.61525133e-05,0.85,0.0,0.07994
TOI-1194 b,TOI-1194,0.9835,0.37756222,0.377562223379234,0.034,0.0,1,1,2.3106446,0.37756222,0.0003605719201,0.9835,0.0,0.034
K2-266 e,K2-266,0.686,0.04499261,0.0449926061101847,0.1249,0.043,2,4,19.482,0.04499261,4.296794255e-05,0.686,0.043,0.1249
TOI-4994 b,TOI-4994,1.005,0.28,0.28,0.1515,0.319,1,1,21.491984,0.28,0.00026740000000000005,1.005,0.319,0.1515
TOI-2088 b,TOI-2088,0.9027,0.11641502,0.116415018875264,0.472,0.0,1,1,124.72997,0.11641502,0.0001111763441,0.9027,0.0,0.472
HD 81040 b,HD 81040,0.962,7.53,7.53,1.946,0.527,1,1,1004.7,7.53,0.00719115,0.962,0.527,1.946
TOI-2714 b,TOI-2714,1.07,0.71736822,0.717368224420544,0.036,0.164,1,1,2.499387,0.71736822,0.0006850866501,1.07,0.164,0.036
TOI-4562 b,TOI-4562,1.192,2.3,2.3,0.768,0.76,1,2,225.1064,2.3,0.0021964999999999997,1.192,0.76,0.768
K2-229 c,K2-229,0.87,0.06701696,0.0670169587515339,0.0769,0.0,1,2,8.32727,0.06701696,6.40011968e-05,0.87,0.0,0.0769
K2-233 c,K2-233,0.79,0.04030477,0.0403047673457332,0.06666,0.2002,1,3,7.06005,0.04030477,3.8491055349999996e-05,0.79,0.2002,0.06666
K2-238 b,K2-238,1.19,0.86,0.86,0.046,0.0,1,1,3.20466,0.86,0.0008213,1.19,0.0,0.046
TOI-1437 b,TOI-1437,1.1,0.03020498,0.0302049778703387,0.14,0.17,1,1,18.840942,0.03020498,2.88457559e-05,1.1,0.17,0.14
HIP 79431 b,HIP 79431,0.49,2.1,,0.36,0.29,1,1,111.7,2.1,0.0020055,0.49,0.29,0.36
HIP 105854 b,HIP 105854,2.1,8.2,,0.81,0.02,1,1,184.2,8.2,0.007831,2.1,0.02,0.81
HD 7924 d,HD 7924,0.832,0.0202624,,0.1551,0.21,1,3,24.451,0.0202624,1.9350592e-05,0.832,0.21,0.1551
HIP 109384 b,HIP 109384,0.78,1.56,,1.134,0.549,1,1,499.48,1.56,0.0014898000000000001,0.78,0.549,1.134
HIP 5158 b,HIP 5158,0.78,1.42,,0.89,0.52,1,2,345.72,1.42,0.0013560999999999998,0.78,0.52,0.89
HD 8574 b,HD 8574,1.34,2.03,,0.76,0.3,1,1,227.0,2.03,0.0019386499999999999,1.34,0.3,0.76
HD 86950 b,HD 86950,1.66,3.6,,2.72,0.17,1,1,1270.0,3.6,0.003438,1.66,0.17,2.72
HD 168863 b,HD 168863,0.8,6.78,6.78,10.961,0.187,1,1,14773.93272,6.78,0.0064749000000000004,0.8,0.187,10.961
HD 181234 b,HD 181234,0.94,9.379,9.379,7.427,0.726,1,1,7593.40512,9.379,0.008956945,0.94,0.726,7.427
HD 190228 b,HD 190228,1.415,5.03,5.03,2.406,0.559,1,1,1143.59858,5.03,0.0048036500000000005,1.415,0.559,2.406
HD 90156 b,HD 90156,0.84,0.057,,0.25,0.31,1,1,49.77,0.057,5.4435e-05,0.84,0.31,0.25
HD 95089 b,HD 95089,1.54,1.26,,1.36,0.119,1,2,464.4,1.26,0.0012033,1.54,0.119,1.36
TOI-1408 c,TOI-1408,1.312,0.02391227,0.0239122741473515,0.03587,0.1353,1,2,2.1664,0.02391227,2.283621785e-05,1.312,0.1353,0.03587
G 9-40 b,G 9-40,0.2952,0.01258541,0.0125854074459745,0.0418,0.0,1,1,5.7459982,0.01258541,1.201906655e-05,0.2952,0.0,0.0418
AU Mic c,AU Mic,0.51,0.03020498,0.0302049778703387,0.1108,0.00338,1,3,18.85969,0.03020498,2.88457559e-05,0.51,0.00338,0.1108
Kepler-1038 b,Kepler-1038,0.87,0.0384,,0.5238,0.0,1,2,148.4603382,0.0384,3.6672e-05,0.87,0.0,0.5238
Kepler-563 b,Kepler-563,0.8,0.0307,,0.1418,0.0,1,1,22.18432708,0.0307,2.93185e-05,0.8,0.0,0.1418
HD 99109 b,HD 99109,0.76,0.44,,1.11,0.09,1,1,439.29999,0.44,0.0004202,0.76,0.09,1.11
Kepler-757 b,Kepler-757,1.08,0.00761,,0.019,0.0,1,1,1.022678821,0.00761,7.2675499999999996e-06,1.08,0.0,0.019
HAT-P-34 b,HAT-P-34,1.392,3.33,3.33,0.06774,0.432,1,1,5.452654,3.33,0.00318015,1.392,0.432,0.06774
Kepler-283 c,Kepler-283,0.596,0.0125,,0.341,0.0,1,2,92.743711,0.0125,1.19375e-05,0.596,0.0,0.341
Kepler-534 b,Kepler-534,1.05,0.0178,,0.1272,0.0,1,2,15.95994513,0.0178,1.6999e-05,1.05,0.0,0.1272
HD 96063 b,HD 96063,1.37,1.27,,1.11,0.17,1,1,362.5,1.27,0.0012128500000000001,1.37,0.17,1.11
HD 98219 b,HD 98219,1.41,1.964,,1.26,0.079,1,1,433.8,1.964,0.00187562,1.41,0.079,1.26
HIP 65407 b,HIP 65407,0.93,0.428,,0.177,0.14,1,2,28.125,0.428,0.00040874,0.93,0.14,0.177
HD 160691 b,HD 160691,1.13,4.3,4.3,1.5,0.128,1,4,645.0,4.3,0.0041065,1.13,0.128,1.5
Kepler-291 c,Kepler-291,1.023,0.0132,,0.065,0.0,1,2,5.700786,0.0132,1.2606e-05,1.023,0.0,0.065
HAT-P-11 c,HAT-P-11,0.811,2.68,2.68,4.1,0.652,1,2,3361.0,2.68,0.0025594000000000003,0.811,0.652,4.1
L 98-59 e,L 98-59,0.273,0.00962784,,0.0717,0.128,1,4,12.796,0.00962784,9.194587200000001e-06,0.273,0.128,0.0717
HIP 54373 b,HIP 54373,0.57,0.02712142,,0.063,0.2,1,2,7.76,0.02712142,2.59009561e-05,0.57,0.2,0.063
HD 109246 b,HD 109246,1.2,0.86,,0.33,0.12,1,1,68.27,0.86,0.0008213,1.2,0.12,0.33
HIP 5158 c,HIP 5158,0.78,15.04,,7.7,0.14,1,2,9017.76,15.04,0.0143632,0.78,0.14,7.7
HIP 57274 c,HIP 57274,0.73,0.40902369,,0.178,0.05,1,3,32.03,0.40902369,0.00039061762395,0.73,0.05,0.178
HIP 71135 b,HIP 71135,0.66,0.05915112,,0.335,0.21,1,1,87.19,0.05915112,5.64893196e-05,0.66,0.21,0.335
HR 8799 e,HR 8799,1.51,10.0,10.0,16.4,0.15,1,4,20815.6,10.0,0.00955,1.51,0.15,16.4
K2-36 b,K2-36,0.79,0.01352931,0.0135293130044225,0.02288,0.093,1,2,1.422614,0.01352931,1.2920491049999999e-05,0.79,0.093,0.02288
HATS-75 b,HATS-75,0.6017,0.491,0.491,0.032742,0.064,1,1,2.7886556,0.491,0.000468905,0.6017,0.064,0.032742
HIP 65407 c,HIP 65407,0.93,0.784,,0.316,0.12,1,2,67.3,0.784,0.00074872,0.93,0.12,0.316
TOI-1272 b,TOI-1272,0.8772,0.0849515,0.0849515002603276,0.0417,0.35,1,2,3.31599,0.0849515,8.11286825e-05,0.8772,0.35,0.0417
TOI-1272 c,TOI-1272,0.8772,0.06827584,,0.079,0.12,1,2,8.6811,0.06827584,6.52034272e-05,0.8772,0.12,0.079
K2-208 b,K2-208,0.925184,0.0108,,0.04878,0.37,1,1,4.19097,0.0108,1.0314e-05,0.925184,0.37,0.04878
TOI-2589 b,TOI-2589,0.93,3.5,3.5,0.3,0.522,1,1,61.6277,3.5,0.0033425,0.93,0.522,0.3
GJ 687 c,GJ 687,0.4,0.05034138,,1.165,0.4,1,2,727.562,0.05034138,4.8076017899999996e-05,0.4,0.4,1.165
Kepler-113 c,Kepler-113,0.75,0.02737312,0.0273731239971054,0.07796,0.0,1,2,8.92507,0.02737312,2.6141329600000002e-05,0.75,0.0,0.07796
Kepler-1040 b,Kepler-1040,0.98,0.0157,,0.67249,0.0,1,1,201.1214,0.0157,1.49935e-05,0.98,0.0,0.67249
HD 21520 b,HD 21520,1.09,0.05569043,0.055690427948437,0.1726,0.0,1,1,25.1292,0.05569043,5.318436065e-05,1.09,0.0,0.1726
Kepler-825 b,Kepler-825,1.03,0.0093,,0.0453,0.0,1,2,3.77360059,0.0093,8.8815e-06,1.03,0.0,0.0453
TOI-1669 c,TOI-1669,0.9867,0.04090257,0.040902574199417,0.0376,0.0,1,2,2.6800535,0.04090257,3.906195435e-05,0.9867,0.0,0.0376
TOI-1691 b,TOI-1691,1.03,0.04593674,0.0459367371778068,0.129365,0.0,1,1,16.736888935,0.04593674,4.38695867e-05,1.03,0.0,0.129365
TOI-1753 b,TOI-1753,0.9483,0.05222944,0.052229440900794,0.059,0.0,1,1,5.3846104,0.05222944,4.98791152e-05,0.9483,0.0,0.059
Kepler-279 d,Kepler-279,1.1,0.118,0.118,0.2901,0.0,1,4,54.414,0.118,0.00011269,1.1,0.0,0.2901
TOI-2120 b,TOI-2120,0.211,0.02139519,0.0213951926581566,0.0377,0.32,1,1,5.7998164,0.02139519,2.0432406450000003e-05,0.211,0.32,0.0377
HAT-P-50 b,HAT-P-50,1.273,1.35,1.35,0.0453,0.115,1,1,3.1220109,1.35,0.00128925,1.273,0.115,0.0453
HD 189733 b,HD 189733,0.827851,1.13,1.13,0.03126,0.0,2,1,2.21857567,1.13,0.0010791499999999999,0.827851,0.0,0.03126
Qatar-5 b,Qatar-5,1.128,4.32,4.32,0.04127,0.0,1,1,2.8792319,4.32,0.0041256,1.128,0.0,0.04127
TOI-2295 b,TOI-2295,1.168,0.875,0.875,0.1992,0.334,1,2,30.033302,0.875,0.000835625,1.168,0.334,0.1992
HAT-P-51 b,HAT-P-51,0.961,0.307,0.307,0.05042,0.07,1,1,4.21802091,0.307,0.000293185,0.961,0.07,0.05042
WASP-57 b,WASP-57,0.886,0.644,0.644,0.03769,0.059,1,1,2.83891856,0.644,0.00061502,0.886,0.059,0.03769
WASP-14 b,WASP-14,1.62,8.84,8.84,0.037,0.09,3,1,2.24375,8.84,0.0084422,1.62,0.09,0.037
WASP-18 b,WASP-18,1.294,10.2,10.2,0.02024,0.0051,2,2,0.94145223,10.2,0.009741,1.294,0.0051,0.02024
WASP-104 b,WASP-104,1.076,1.272,1.272,0.02918,0.0,2,1,1.7554137,1.272,0.00121476,1.076,0.0,0.02918
KOI-1599.01,KOI-1599,1.02,0.01447315,0.014473146021458,0.14728,0.014,1,2,20.4415,0.01447315,1.3821858250000001e-05,1.02,0.014,0.14728
K2-199 b,K2-199,0.711,0.02170983,0.0217098278443059,0.0382,0.02,1,2,3.2253993,0.02170983,2.073288765e-05,0.711,0.02,0.0382
WASP-10 b,WASP-10,0.75,3.15,3.15,0.03781,0.0473,1,1,3.0927616,3.15,0.00300825,0.75,0.0473,0.03781
HD 73583 b,HD 73583,0.73,0.03209279,0.0320927889872349,0.0604,0.09,1,2,6.398042,0.03209279,3.0648614450000004e-05,0.73,0.09,0.0604
HATS-77 b,HATS-77,0.655,1.374,1.374,0.03607,0.045,1,1,3.0876262,1.374,0.00131217,0.655,0.045,0.03607
TOI-2095 b,TOI-2095,0.44,0.01290004,0.0129000426321238,0.101,0.0,1,2,17.66484,0.01290004,1.23195382e-05,0.44,0.0,0.101
TOI-2095 c,TOI-2095,0.44,0.023283,0.0232830037750527,0.137,0.0,1,2,28.17232,0.023283,2.2235265e-05,0.44,0.0,0.137
LHS 1815 b,LHS 1815,0.502,0.00497124,0.00497123594115991,0.0404,0.0,1,1,3.814334,0.00497124,4.7475342e-06,0.502,0.0,0.0404
GJ 367 b,GJ 367,0.455,0.00199164,0.00199164072832546,0.00709,0.06,1,3,0.3219225,0.00199164,1.9020161999999999e-06,0.455,0.06,0.00709
WASP-89 b,WASP-89,0.92,5.9,5.9,0.0427,0.193,1,1,3.3564227,5.9,0.005634500000000001,0.92,0.193,0.0427
K2-264 b,K2-264,0.496,0.0176,,0.05023,0.5,1,2,5.840002,0.0176,1.6808000000000002e-05,0.496,0.5,0.05023
Kepler-1384 b,Kepler-1384,0.78,0.0139,,0.1126,0.0,1,1,15.36262753,0.0139,1.32745e-05,0.78,0.0,0.1126
Kepler-1378 b,Kepler-1378,0.7,0.0172,,0.0885,0.0,1,1,11.95398936,0.0172,1.6426e-05,0.7,0.0,0.0885
WASP-71 b,WASP-71,1.559,1.39,1.39,0.04622,0.0,1,1,2.90367,1.39,0.00132745,1.559,0.0,0.04622
K2-116 b,K2-116,0.694512,0.000809,,0.048,0.06,1,1,4.655411,0.000809,7.725950000000001e-07,0.694512,0.06,0.048
HD 108874 c,HD 108874,0.95,0.99,,2.659,0.239,1,2,1624.0,0.99,0.00094545,0.95,0.239,2.659
IC 4651 9122 b,IC 4651 9122,2.1,6.3,,2.038,0.18,1,1,734.0,6.3,0.0060165,2.1,0.18,2.038
HD 222237 b,HD 222237,0.76,5.19,5.19,10.8,0.56,1,1,14892.0,5.19,0.00495645,0.76,0.56,10.8
BD-210397 c,BD-210397,0.69,4.8,4.8,5.9,0.43,1,2,6240.0,4.8,0.0045839999999999995,0.69,0.43,5.9
HIP 74890 b,HIP 74890,1.74,2.4,,2.1,0.07,1,1,822.3,2.4,0.0022919999999999998,1.74,0.07,2.1
HD 160691 c,HD 160691,1.13,4.4,4.4,4.17,0.0985,1,4,3947.0,4.4,0.004202,1.13,0.0985,4.17
HD 68988 b,HD 68988,1.28,1.97,,0.07,0.12,1,2,6.27711,1.97,0.00188135,1.28,0.12,0.07
HD 213240 b,HD 213240,1.57,5.21,5.21,1.89,0.42,2,1,882.70001,5.21,0.00497555,1.57,0.42,1.89
HD 191939 c,HD 191939,0.81,0.02517081,0.0251708148919489,0.1752,0.034,1,6,28.579743,0.02517081,2.403812355e-05,0.81,0.034,0.1752
EPIC 220674823 b,EPIC 220674823,0.913,0.02454154,0.0245415445196502,0.01314,0.0,1,2,0.5713127,0.02454154,2.3437170700000002e-05,0.913,0.0,0.01314
Kepler-1972 b,Kepler-1972,1.12,0.00635563,0.0063556307602171,0.08006,0.067,1,2,7.54425,0.00635563,6.06962665e-06,1.12,0.067,0.08006
TOI-2981 b,TOI-2981,1.03,2.00737249,2.00737248763293,0.048,0.035,1,1,3.601501,2.00737249,0.0019170407279499998,1.03,0.035,0.048
HATS-46 b,HATS-46,0.917,0.173,0.173,0.05367,0.559,1,1,4.7423729,0.173,0.000165215,0.917,0.559,0.05367
HIP 107773 b,HIP 107773,2.42,1.98,,0.72,0.09,1,1,144.3,1.98,0.0018909,2.42,0.09,0.72
HIP 48714 b,HIP 48714,0.58,0.0720511,,0.112,0.5,1,1,17.818,0.0720511,6.880880050000001e-05,0.58,0.5,0.112
EPIC 249893012 b,EPIC 249893012,1.05,0.02753044,0.0275304408016864,0.047,0.06,1,3,3.5951,0.02753044,2.62915702e-05,1.05,0.06,0.047
Kepler-249 d,Kepler-249,0.510238,0.00972,,0.097,0.0,1,3,15.368459,0.00972,9.2826e-06,0.510238,0.0,0.097
AU Mic b,AU Mic,0.51,0.0633046,0.0633045994532515,0.0649,0.00577,1,3,8.46308,0.0633046,6.0455893000000006e-05,0.51,0.00577,0.0649
TOI-4438 b,TOI-4438,0.368,0.0169903,0.0169903000520655,0.0534,0.14,1,1,7.44628,0.0169903,1.62257365e-05,0.368,0.14,0.0534
K2-124 b,K2-124,0.39,0.0275,,0.049,0.08,1,1,6.413651,0.0275,2.62625e-05,0.39,0.08,0.049
HATS-12 b,HATS-12,1.16,2.39,2.39,0.0441,0.085,1,1,3.142702,2.39,0.00228245,1.16,0.085,0.0441
K2-266 d,K2-266,0.686,0.02800239,0.0280023912154296,0.1035,0.047,2,4,14.697,0.02800239,2.674228245e-05,0.686,0.047,0.1035
Kepler-44 b,Kepler-44,1.08,1.0,1.0,0.0446,0.066,1,1,3.2467293,1.0,0.000955,1.08,0.066,0.0446
TOI-2379 b,TOI-2379,0.645,5.76,5.76,0.05263,0.342,1,1,5.4693827,5.76,0.0055008,0.645,0.342,0.05263
TOI-2384 b,TOI-2384,0.635,1.966,1.966,0.02793,0.0,1,1,2.13570304,1.966,0.00187753,0.635,0.0,0.02793
TOI-2328 b,TOI-2328,0.95,0.16,0.16,0.127,0.057,1,1,17.10197,0.16,0.0001528,0.95,0.057,0.127
V1298 Tau b,V1298 Tau,1.135,0.64,0.64,0.1688,0.29,3,4,24.1396,0.64,0.0006112,1.135,0.29,0.1688
K2-19 b,K2-19,0.88,0.1019418,0.101941800312393,0.074,0.2,1,3,7.9222,0.1019418,9.7354419e-05,0.88,0.2,0.074
HIP 116454 b,HIP 116454,0.8,0.03051961,0.0305196130564881,0.0792,0.215,2,1,9.1004157,0.03051961,2.914622755e-05,0.8,0.215,0.0792
HD 64121 b,HD 64121,1.64,2.56,,1.51,0.11,1,1,623.0,2.56,0.0024448,1.64,0.11,1.51
HAT-P-53 b,HAT-P-53,1.093,1.484,1.484,0.03159,0.134,1,1,1.9616241,1.484,0.00141722,1.093,0.134,0.03159
KELT-12 b,KELT-12,1.591,0.95,0.95,0.06708,0.0,1,1,5.031623,0.95,0.00090725,1.591,0.0,0.06708
NGTS-1 b,NGTS-1,0.617,0.812,0.812,0.0326,0.016,1,1,2.647298,0.812,0.0007754600000000001,0.617,0.016,0.0326
NGTS-21 b,NGTS-21,0.72,2.36,2.36,0.0236,0.0,1,1,1.5433897,2.36,0.0022538,0.72,0.0,0.0236
HAT-P-54 b,HAT-P-54,0.645,0.76,0.76,0.04117,0.074,1,1,3.799847,0.76,0.0007258,0.645,0.074,0.04117
TOI-2485 b,TOI-2485,1.163,2.412,2.412,0.1093,0.0341,1,1,11.23479,2.412,0.00230346,1.163,0.0341,0.1093
NGTS-10 b,NGTS-10,0.696,2.162,2.162,0.0143,0.0,1,1,0.7668944,2.162,0.00206471,0.696,0.0,0.0143
XO-6 b,XO-6,1.47,4.4,4.4,0.0815,0.0,1,1,3.7650007,4.4,0.004202,1.47,0.0,0.0815
TOI-4137 b,TOI-4137,1.313,1.44,1.44,0.05222,0.0,1,1,3.8016122,1.44,0.0013752,1.313,0.0,0.05222
NGTS-30 b,NGTS-30,0.94,0.96,0.96,0.408,0.294,1,1,98.29838,0.96,0.0009168,0.94,0.294,0.408
Qatar-10 b,Qatar-10,1.156,0.736,0.736,0.0286,0.0,1,1,1.645321,0.736,0.00070288,1.156,0.0,0.0286
WASP-162 b,WASP-162,0.95,5.2,5.2,0.0871,0.434,1,1,9.62468,5.2,0.004966,0.95,0.434,0.0871
WASP-164 b,WASP-164,0.946,2.13,2.13,0.02818,0.0,1,1,1.7771255,2.13,0.0020341499999999998,0.946,0.0,0.02818
Kepler-1002 b,Kepler-1002,1.22,0.0112,,0.0564,0.0,1,1,4.336429331,0.0112,1.0696e-05,1.22,0.0,0.0564
Kepler-1244 b,Kepler-1244,1.46,0.00752,,0.0502,0.0,1,1,3.70428172,0.00752,7.1816e-06,1.46,0.0,0.0502
Kepler-1120 b,Kepler-1120,0.78,0.0078,,0.0369,0.0,1,1,2.949029052,0.0078,7.448999999999999e-06,0.78,0.0,0.0369
Kepler-736 b,Kepler-736,0.86,0.028,,0.0428,0.0,1,1,3.60147201,0.028,2.674e-05,0.86,0.0,0.0428
KOBE-1 b,KOBE-1,0.629,0.0276879,,0.07006,0.0,1,2,8.5399,0.0276879,2.64419445e-05,0.629,0.0,0.07006
HD 6061 b,HD 6061,1.0269,0.03146352,0.0314635186149361,0.06,0.0,2,1,5.2549,0.03146352,3.0047661600000003e-05,1.0269,0.0,0.06
TOI-1855 b,TOI-1855,0.987,1.133,1.133,0.02398,0.033,1,1,1.36414864,1.133,0.001082015,0.987,0.033,0.02398
K2-233 b,K2-233,0.79,0.03542792,0.0354279219604181,0.03308,0.079,1,3,2.4675,0.03542792,3.38336636e-05,0.79,0.079,0.03308
Kepler-1175 b,Kepler-1175,0.9,0.029,,0.2181,0.0,1,1,37.94563,0.029,2.7695e-05,0.9,0.0,0.2181
HAT-P-9 b,HAT-P-9,1.281,0.749,0.749,0.05287,0.084,1,1,3.92281072,0.749,0.000715295,1.281,0.084,0.05287
HAT-P-6 b,HAT-P-6,1.79,1.32,1.32,0.05239,0.0,1,1,3.85298,1.32,0.0012606000000000002,1.79,0.0,0.05239
LTT 9779 b,LTT 9779,0.77,0.09225057,0.0922505742063367,0.01679,0.0,1,1,0.792052,0.09225057,8.809929435e-05,0.77,0.0,0.01679
Kepler-1063 b,Kepler-1063,1.09,0.00889,,0.1176,0.0,2,1,14.07971466,0.00889,8.48995e-06,1.09,0.0,0.1176
HAT-P-8 b,HAT-P-8,1.27,1.28,1.28,0.04496,0.0,3,1,3.07634,1.28,0.0012224,1.27,0.0,0.04496
EPIC 249893012 d,EPIC 249893012,1.05,0.0320297,0.0320297014127049,0.22,0.15,1,3,35.747,0.0320297,3.0588363500000004e-05,1.05,0.15,0.22
ROXs 12 b,ROXs 12,0.87,16.0,16.0,210.0,0.83,2,1,,16.0,0.01528,0.87,0.83,210.0
TOI-2134 c,TOI-2134,0.744,0.13180068,0.131800679477967,0.371,0.67,1,2,95.5,0.13180068,0.0001258696494,0.744,0.67,0.371
TOI-1184 b,TOI-1184,0.71,0.02139519,0.0213951926581566,0.056027,0.0,1,1,5.748433803,0.02139519,2.0432406450000003e-05,0.71,0.0,0.056027
TOI-2537 c,TOI-2537,0.771,7.23,,2.78,0.287,1,2,1920.0,7.23,0.006904650000000001,0.771,0.287,2.78
KOI-94 e,KOI-94,1.277,0.11,0.11,0.3046,0.019,2,4,54.32031,0.11,0.00010505,1.277,0.019,0.3046
K2-329 b,K2-329,0.901,0.26,0.26,0.1016,0.0697,1,1,12.4551225,0.26,0.0002483,0.901,0.0697,0.1016
Kepler-1076 b,Kepler-1076,0.79,0.00137,,0.0611,0.0,1,1,6.14727918,0.00137,1.30835e-06,0.79,0.0,0.0611
Kepler-31 c,Kepler-31,1.21,4.7,4.7,0.26,0.0,1,3,42.6318,4.7,0.0044885,1.21,0.0,0.26
Kepler-85 c,Kepler-85,0.928,0.00676466,0.00676465650221127,0.10363,0.027,1,4,12.51,0.00676466,6.4602502999999995e-06,0.928,0.027,0.10363
Kepler-245 e,Kepler-245,0.86,5.68344415,5.6834441485276,0.04053,0.0,1,4,3.219821056,5.68344415,0.00542768916325,0.86,0.0,0.04053
TOI-4504 b,TOI-4504,0.89,0.0243,,0.03392,0.0,1,3,2.42614,0.0243,2.32065e-05,0.89,0.0,0.03392
WASP-80 b,WASP-80,0.577,0.538,0.538,0.0344,0.002,1,1,3.06785234,0.538,0.0005137900000000001,0.577,0.002,0.0344
WASP-195 b,WASP-195,1.3,0.104,0.104,0.063,0.0,1,1,5.051928,0.104,9.931999999999999e-05,1.3,0.0,0.063
Kepler-32 f,Kepler-32,0.58,3.04953232,3.04953232201173,0.013,0.0,1,5,0.74296,3.04953232,0.0029123033656,0.58,0.0,0.013
