pl_name,hostname,st_mass,pl_bmassj,pl_massj,pl_orbsmax,pl_orbeccen,sy_snum,sy_pnum,pl_orbper,planet_mass_jup,planet_solar_mass,star_solar_mass,ecc,sma
HD 222076 b,HD 222076,1.07,1.56,,1.83,0.08,1,1,871.0,1.56,0.0014898000000000001,1.07,0.08,1.83
HD 222582 b,HD 222582,1.12,8.37,,1.34,0.73,2,1,572.38,8.37,0.00799335,1.12,0.73,1.34
HD 224693 b,HD 224693,1.31,0.7,,0.191,0.104,1,1,26.6904,0.7,0.0006684999999999999,1.31,0.104,0.191
HD 87883 b,HD 87883,0.81,5.409,5.409,4.055,0.707,1,1,3309.22118,5.409,0.005165595,0.81,0.707,4.055
HD 45350 b,HD 45350,0.98,1.79,,1.92,0.778,1,1,963.6,1.79,0.0017094500000000002,0.98,0.778,1.92
HD 47186 b,HD 47186,0.96,0.07,,0.05,0.04,1,2,4.0845,0.07,6.685000000000001e-05,0.96,0.04,0.05
HD 60532 b,HD 60532,1.5,1.06,,0.77,0.26,1,2,201.9,1.06,0.0010123,1.5,0.26,0.77
K2-90 b,K2-90,0.629,0.0229,,0.096,0.07,1,2,13.733314,0.0229,2.18695e-05,0.629,0.07,0.096
HD 82886 b,HD 82886,2.53,2.33,,1.58,0.07,1,1,705.0,2.33,0.00222515,2.53,0.07,1.58
HD 82943 b,HD 82943,1.08,1.681,1.681,1.18306,0.162,1,2,441.47,1.681,0.0016053550000000001,1.08,0.162,1.18306
HD 83443 b,HD 83443,1.0,0.402,,0.0406,0.012,1,2,2.985628,0.402,0.00038391,1.0,0.012,0.0406
HIP 67851 b,HIP 67851,1.896,1.568,,0.482,0.063,1,2,88.87622,1.568,0.00149744,1.896,0.063,0.482
HD 22781 b,HD 22781,0.75,13.65,,1.167,0.8191,1,1,528.07,13.65,0.01303575,0.75,0.8191,1.167
HD 231701 b,HD 231701,1.21,1.13,,0.567,0.13,1,1,141.63,1.13,0.0010791499999999999,1.21,0.13,0.567
HD 25171 b,HD 25171,1.076,0.915,,2.971,0.042,2,1,1802.29,0.915,0.0008738250000000001,1.076,0.042,2.971
HD 6434 b,HD 6434,1.1,0.49,,0.14,0.17,1,1,21.998,0.49,0.00046795,1.1,0.17,0.14
HD 7924 b,HD 7924,0.65,0.02,,0.06,0.06,1,3,5.39792,0.02,1.91e-05,0.65,0.06,0.06
kap CrB b,kap CrB,1.33,2.0,2.0,2.5,0.04,1,1,1253.68,2.0,0.00191,1.33,0.04,2.5
HD 9446 b,HD 9446,1.0,0.7,,0.189,0.2,1,2,30.052,0.7,0.0006684999999999999,1.0,0.2,0.189
GJ 179 b,GJ 179,0.357,0.95,0.95,2.41,0.21,1,1,2288.0,0.95,0.00090725,0.357,0.21,2.41
HD 28192 b,HD 28192,1.08,0.314,,0.118,0.104,1,1,14.23283,0.314,0.00029987,1.08,0.104,0.118
TOI-4551 b,TOI-4551,1.31,1.49,1.49,0.0994,0.101,1,1,9.95581,1.49,0.00142295,1.31,0.101,0.0994
TOI-4463 A b,TOI-4463 A,1.056,0.794,0.794,0.04036,0.0,2,1,2.8807198,0.794,0.00075827,1.056,0.0,0.04036
TOI-954 b,TOI-954,1.201,0.174,0.174,0.04963,0.14,1,1,3.6849729,0.174,0.00016617,1.201,0.14,0.04963
HD 94834 b,HD 94834,1.11,1.26,,2.74,0.14,1,1,1576.0,1.26,0.0012033,1.11,0.14,2.74
Kepler-1431 b,Kepler-1431,1.03,0.00869,,0.0648,0.0,1,1,5.86601526,0.00869,8.29895e-06,1.03,0.0,0.0648
Kepler-158 b,Kepler-158,0.655,0.0162,,0.111,0.0,1,3,16.709184,0.0162,1.5470999999999998e-05,0.655,0.0,0.111
Kepler-1466 b,Kepler-1466,1.01,0.00951,,0.17981,0.0,1,1,31.1750448,0.00951,9.082049999999999e-06,1.01,0.0,0.17981
Kepler-1710 b,Kepler-1710,0.932,0.01099626,,0.11583,0.0,1,1,14.91110039,0.01099626,1.05014283e-05,0.932,0.0,0.11583
Kepler-625 b,Kepler-625,1.04,0.0145,,0.08137,0.0,1,2,7.75192492,0.0145,1.38475e-05,1.04,0.0,0.08137
Kepler-1512 b,Kepler-1512,0.73,0.00553,,0.13693,0.0,1,1,20.35972599,0.00553,5.28115e-06,0.73,0.0,0.13693
Kepler-291 b,Kepler-291,1.023,0.0167,,0.047,0.0,1,2,3.546511,0.0167,1.5948499999999998e-05,1.023,0.0,0.047
Kepler-458 c,KIC 9663113,1.15,0.0516,,0.17012,0.0,1,2,20.74028413,0.0516,4.9278e-05,1.15,0.0,0.17012
Kepler-896 c,Kepler-896,0.877,0.0317,,0.1792,0.0,1,2,29.5422566,0.0317,3.02735e-05,0.877,0.0,0.1792
Kepler-152 b,Kepler-152,0.779,0.0258,,0.124,0.0,1,2,18.207973,0.0258,2.4639e-05,0.779,0.0,0.124
Kepler-310 c,Kepler-310,0.854,0.0357,,0.281,0.0,1,3,56.47542,0.0357,3.40935e-05,0.854,0.0,0.281
Kepler-775 b,Kepler-775,0.92,0.0057,,0.01834,0.0,1,1,0.974868926,0.0057,5.4435000000000005e-06,0.92,0.0,0.01834
Kepler-872 b,Kepler-872,1.05,0.0145,,0.0362,0.0,1,1,2.578855068,0.0145,1.38475e-05,1.05,0.0,0.0362
Kepler-1374 b,Kepler-1374,0.85,0.0184,,0.0918,0.0,1,1,10.65276707,0.0184,1.7572e-05,0.85,0.0,0.0918
HD 29399 b,HD 29399,1.17,1.57,,1.913,0.05,1,1,892.7,1.57,0.00149935,1.17,0.05,1.913
Kepler-150 e,Kepler-150,0.956,0.0312,,0.189,0.0,1,5,30.826557,0.0312,2.9795999999999997e-05,0.956,0.0,0.189
Kepler-932 b,Kepler-932,0.87,0.00771,,0.02876,0.0,1,1,1.921437396,0.00771,7.36305e-06,0.87,0.0,0.02876
Kepler-454 d,Kepler-454,1.03,2.31,,5.1,0.089,2,3,4073.0,2.31,0.00220605,1.03,0.089,5.1
Kepler-1451 b,Kepler-1451,1.0,0.0352,,0.2101,0.0,1,1,35.622233,0.0352,3.3616000000000005e-05,1.0,0.0,0.2101
Kepler-1399 b,Kepler-1399,0.97,0.0066,,0.0276,0.0,1,1,1.638653058,0.0066,6.303e-06,0.97,0.0,0.0276
Kepler-1456 b,Kepler-1456,0.64,0.00489,,0.1132,0.0,1,1,18.1373829,0.00489,4.66995e-06,0.64,0.0,0.1132
Kepler-127 d,Kepler-127,1.248,0.0235,,0.28,0.03,1,3,48.630408,0.0235,2.24425e-05,1.248,0.03,0.28
Kepler-1709 b,Kepler-1709,1.003,0.0312,,0.32704,0.0,1,1,65.70459747,0.0312,2.9795999999999997e-05,1.003,0.0,0.32704
Kepler-131 b,Kepler-131,1.02,0.051,0.051,0.12789,0.0,1,2,16.092,0.051,4.8704999999999995e-05,1.02,0.0,0.12789
Kepler-1232 b,Kepler-1232,0.92,0.0138,,0.16545,0.0,1,1,26.7839183,0.0138,1.3179e-05,0.92,0.0,0.16545
Kepler-175 c,Kepler-175,0.969,0.0308,,0.213,0.0,1,2,34.035257,0.0308,2.9414e-05,0.969,0.0,0.213
Kepler-1224 b,Kepler-1224,1.18,0.00733,,0.11625,0.0,1,1,13.32351601,0.00733,7.00015e-06,1.18,0.0,0.11625
Kepler-310 d,Kepler-310,0.854,0.02202435,0.0220243526413492,0.392,0.0,1,3,92.876125,0.02202435,2.103325425e-05,0.854,0.0,0.392
Kepler-1434 b,Kepler-1434,1.47,0.00444,,0.0917,0.0,1,1,8.05333618,0.00444,4.2402000000000005e-06,1.47,0.0,0.0917
Kepler-134 c,Kepler-134,0.956,0.00669,,0.092,0.0,1,2,10.105785,0.00669,6.38895e-06,0.956,0.0,0.092
Kepler-306 e,Kepler-306,0.75,0.0182,,0.227,0.0,1,4,44.840975,0.0182,1.7381000000000002e-05,0.75,0.0,0.227
Kepler-1581 b,Kepler-1581,1.12,0.00137,,0.06865,0.0,1,1,6.28385491,0.00137,1.30835e-06,1.12,0.0,0.06865
Kepler-1967 b,Kepler-1967,0.996,0.000991,,0.06686,0.0,1,1,7.281690121,0.000991,9.464049999999999e-07,0.996,0.0,0.06686
Kepler-1927 b,Kepler-1927,1.408,0.0362,,0.38733,0.0,1,1,73.75039673,0.0362,3.4571000000000005e-05,1.408,0.0,0.38733
Kepler-1072 b,Kepler-1072,1.2,0.00982,,0.02742,0.0,1,1,1.569066502,0.00982,9.378100000000001e-06,1.2,0.0,0.02742
Kepler-1350 b,Kepler-1350,0.55,0.0217,,0.0413,0.0,1,2,4.4968604,0.0217,2.0723500000000002e-05,0.55,0.0,0.0413
Kepler-1350 c,Kepler-1350,0.55,0.0115,,0.0222,0.0,1,2,1.766789062,0.0115,1.09825e-05,0.55,0.0,0.0222
Kepler-1351 b,Kepler-1351,0.7,0.000653,,0.0156,0.0,1,1,0.916140768,0.000653,6.23615e-07,0.7,0.0,0.0156
Kepler-1376 b,Kepler-1376,0.98,0.00364,,0.0598,0.0,1,1,5.30880656,0.00364,3.4762e-06,0.98,0.0,0.0598
Kepler-1377 b,Kepler-1377,0.86,0.0066,,0.0153,0.0,1,1,0.740928422,0.0066,6.303e-06,0.86,0.0,0.0153
Kepler-138 c,Kepler-138,0.535,0.00723661,0.00723660928143531,0.0913,0.017,1,4,13.7815,0.00723661,6.91096255e-06,0.535,0.017,0.0913
Kepler-1356 b,Kepler-1356,0.82,0.0093,,0.0136,0.0,1,1,0.634002937,0.0093,8.8815e-06,0.82,0.0,0.0136
Kepler-1998 b,Kepler-1998,0.962,0.00049,,0.0405,0.0,1,1,3.03267135,0.00049,4.6795e-07,0.962,0.0,0.0405
Kepler-1363 b,Kepler-1363,0.76,0.0066,,0.0363,0.0,1,1,2.94194094,0.0066,6.303e-06,0.76,0.0,0.0363
Kepler-1364 b,Kepler-1364,1.49,0.0166,,0.1284,0.0,1,1,13.32196237,0.0166,1.5853e-05,1.49,0.0,0.1284
Kepler-640 b,Kepler-640,1.01,0.0223,,0.15418,0.0,1,1,22.24813967,0.0223,2.1296500000000002e-05,1.01,0.0,0.15418
Kepler-1524 b,Kepler-1524,1.17,0.0386,,0.3392,0.0,1,1,70.9674603,0.0386,3.6863e-05,1.17,0.0,0.3392
Kepler-1529 b,Kepler-1529,0.81,0.0159,,0.0525,0.0,1,1,5.33905686,0.0159,1.5184500000000002e-05,0.81,0.0,0.0525
Kepler-1532 b,Kepler-1532,0.91,0.00752,,0.0206,0.0,1,1,1.093663559,0.00752,7.1816e-06,0.91,0.0,0.0206
Kepler-1720 b,Kepler-1720,0.939,0.0328,,0.1043,0.0,1,1,12.70639992,0.0328,3.1324e-05,0.939,0.0,0.1043
Kepler-1733 b,Kepler-1733,1.273,0.0404,,0.0933,0.0,1,1,9.229579926,0.0404,3.8582e-05,1.273,0.0,0.0933
Kepler-1982 b,Kepler-1982,1.213,0.0012,,0.0511,0.0,1,1,3.82315697,0.0012,1.146e-06,1.213,0.0,0.0511
Kepler-1540 b,Kepler-1540,0.74,0.0213,,0.4426,0.0,2,1,125.4131177,0.0213,2.0341499999999998e-05,0.74,0.0,0.4426
Kepler-1549 b,Kepler-1549,0.88,0.0224,,0.6687,0.0,1,1,214.886545,0.0224,2.1392e-05,0.88,0.0,0.6687
Kepler-347 d,Kepler-347,1.0,0.0298,,0.3802,0.0,1,3,85.517344,0.0298,2.8459e-05,1.0,0.0,0.3802
Kepler-254 b,Kepler-254,0.849,0.0449,,0.064,0.0,1,3,5.826662,0.0449,4.28795e-05,0.849,0.0,0.064
Kepler-256 c,Kepler-256,1.037,0.0166,,0.045,0.0,1,4,3.38802,0.0166,1.5853e-05,1.037,0.0,0.045
Kepler-247 c,Kepler-247,0.887,0.0494,,0.084,0.0,1,3,9.439452,0.0494,4.7177e-05,0.887,0.0,0.084
Kepler-194 c,Kepler-194,0.94,0.0227,,0.131,0.0,1,3,17.308032,0.0227,2.1678500000000003e-05,0.94,0.0,0.131
Kepler-1644 b,Kepler-1644,0.89,0.0132,,0.142,0.0,1,1,21.0907758,0.0132,1.2606e-05,0.89,0.0,0.142
Kepler-1557 b,Kepler-1557,1.11,0.0093,,0.049,0.0,1,1,3.74032496,0.0093,8.8815e-06,1.11,0.0,0.049
Kepler-890 b,Kepler-890,1.09,0.184,,0.2944,0.0,1,1,52.75875577,0.184,0.00017572,1.09,0.0,0.2944
Kepler-1647 b,Kepler-1647,1.2207,1.51968033,1.51968033225309,2.7205,0.0581,2,1,1107.5923,1.51968033,0.0014512947151499999,1.2207,0.0581,2.7205
Kepler-1564 b,Kepler-1564,0.93,0.00869,,0.1327,0.0,1,1,18.0540381,0.00869,8.29895e-06,0.93,0.0,0.1327
Kepler-1567 b,Kepler-1567,0.95,0.0249,,0.552,0.0,1,1,153.979578,0.0249,2.3779499999999998e-05,0.95,0.0,0.552
Kepler-30 c,Kepler-30,0.99,2.01,2.01,0.3,0.0111,1,3,60.323105,2.01,0.00191955,0.99,0.0111,0.3
Kepler-159 c,Kepler-159,0.628,0.0363,,0.218,0.0,1,2,43.595792,0.0363,3.46665e-05,0.628,0.0,0.218
Kepler-215 b,Kepler-215,0.788,0.0102,,0.084,0.0,1,4,9.360672,0.0102,9.741e-06,0.788,0.0,0.084
Kepler-1582 b,Kepler-1582,0.28,0.00889,,0.0316,0.0,1,1,4.83817712,0.00889,8.48995e-06,0.28,0.0,0.0316
Kepler-1661 b,Kepler-1661,0.841,0.05348771,0.0534877135575622,0.633,0.057,2,1,175.06,0.05348771,5.108076305e-05,0.841,0.057,0.633
Kepler-1608 b,Kepler-1608,0.75,0.0115,,0.1126,0.0,1,1,16.4735686,0.0115,1.09825e-05,0.75,0.0,0.1126
Kepler-1668 b,Kepler-1668,0.98,0.0548,,0.124,0.0,1,1,15.434,0.0548,5.2334000000000004e-05,0.98,0.0,0.124
Kepler-1663 b,Kepler-1663,0.610816,0.0344,,0.1072,0.0,1,1,17.6046,0.0344,3.2852e-05,0.610816,0.0,0.1072
Kepler-1629 b,Kepler-1629,1.01,0.0012,,0.0485,0.0,1,1,3.87595807,0.0012,1.146e-06,1.01,0.0,0.0485
Kepler-163 b,Kepler-163,0.882,0.00364,,0.078,0.0,1,2,7.810937,0.00364,3.4762e-06,0.882,0.0,0.078
Kepler-1765 b,Kepler-1765,0.946,0.0213,,0.0917,0.0,1,1,10.41889954,0.0213,2.0341499999999998e-05,0.946,0.0,0.0917
Kepler-1780 b,Kepler-1780,0.868,0.0399,,0.4276,0.0,1,1,109.4449997,0.0399,3.81045e-05,0.868,0.0,0.4276
Kepler-1760 b,Kepler-1760,0.821,0.0184,,0.2084,0.0,1,1,38.3260994,0.0184,1.7572e-05,0.821,0.0,0.2084
Kepler-23 c,Kepler-23,1.078,0.02457301,0.0245730080382651,0.09501,0.021,1,3,10.74,0.02457301,2.346722455e-05,1.078,0.021,0.09501
Kepler-1199 b,Kepler-1199,0.94,0.00505,,0.11309,0.0,1,1,15.0447198,0.00505,4.82275e-06,0.94,0.0,0.11309
Kepler-1834 b,Kepler-1834,0.765,0.00858,,0.04911,0.0,1,2,4.603010178,0.00858,8.193900000000001e-06,0.765,0.0,0.04911
Kepler-1814 b,Kepler-1814,0.79,0.0195,,0.03765,0.0,1,2,2.935359955,0.0195,1.86225e-05,0.79,0.0,0.03765
Kepler-1791 b,Kepler-1791,0.985,0.0312,,0.0761,0.0,1,1,7.720860004,0.0312,2.9795999999999997e-05,0.985,0.0,0.0761
Kepler-1678 b,Kepler-1678,1.03,0.0344,,0.5302,0.0,1,1,147.974,0.0344,3.2852e-05,1.03,0.0,0.5302
Kepler-1681 b,Kepler-1681,0.893,0.0222,,0.32,0.0,1,1,69.8956,0.0222,2.1201000000000003e-05,0.893,0.0,0.32
Kepler-1683 b,Kepler-1683,0.95,0.0131,,0.1182,0.0,1,1,15.0337,0.0131,1.25105e-05,0.95,0.0,0.1182
Kepler-1382 b,Kepler-1382,1.36,0.0132,,0.14023,0.0,1,1,16.3583055,0.0132,1.2606e-05,1.36,0.0,0.14023
Kepler-414 c,Kepler-414,0.89,0.094,0.094,0.07195,0.0,1,2,7.171,0.094,8.977e-05,0.89,0.0,0.07195
Kepler-357 b,Kepler-357,0.794,0.0127,,0.063,0.0,1,3,6.475434,0.0127,1.21285e-05,0.794,0.0,0.063
Kepler-1310 b,Kepler-1310,0.91,0.00839,,0.01452,0.0,1,1,0.679336272,0.00839,8.01245e-06,0.91,0.0,0.01452
Kepler-1802 c,Kepler-1802,0.649,0.0189,,0.1748,0.0,1,2,33.13610077,0.0189,1.80495e-05,0.649,0.0,0.1748
Kepler-1801 b,Kepler-1801,0.936,0.0245,,0.0915,0.0,1,2,10.44089985,0.0245,2.33975e-05,0.936,0.0,0.0915
Kepler-1801 c,Kepler-1801,0.936,0.0277,,0.4572,0.0,1,2,116.583183,0.0277,2.64535e-05,0.936,0.0,0.4572
Kepler-1794 b,Kepler-1794,0.773,0.0122,,0.0821,0.0,1,1,9.762980461,0.0122,1.1651e-05,0.773,0.0,0.0821
Kepler-1697 b,Kepler-1697,0.747,0.00668,,0.2008,0.0,1,1,33.4969,0.00668,6.3794e-06,0.747,0.0,0.2008
Kepler-1699 b,Kepler-1699,0.81,0.00968,,0.0418,0.0,1,1,3.49082,0.00968,9.244399999999999e-06,0.81,0.0,0.0418
Kepler-1495 b,Kepler-1495,1.03,0.0282,,0.3677,0.0,1,1,85.273256,0.0282,2.6931e-05,1.03,0.0,0.3677
Kepler-151 c,Kepler-151,0.87,0.0158,,0.16,0.0,1,2,24.674612,0.0158,1.5089000000000002e-05,0.87,0.0,0.16
Kepler-1712 b,Kepler-1712,0.515,0.0184,,0.0903,0.0,1,1,13.81499958,0.0184,1.7572e-05,0.515,0.0,0.0903
Kepler-1522 b,Kepler-1522,0.96,0.0115,,0.0288,0.0,1,1,1.847889171,0.0115,1.09825e-05,0.96,0.0,0.0288
HD 152843 b,HD 152843,1.15,0.03637183,0.0363718275188662,0.1053,0.14,1,2,11.6264,0.03637183,3.473509765e-05,1.15,0.14,0.1053
HD 216437 b,HD 216437,1.22,4.2,4.2,2.57,0.31,1,1,1359.0,4.2,0.004011,1.22,0.31,2.57
TOI-1696 b,TOI-1696,0.255,0.15354197,0.153541970840888,0.0229,0.0,1,1,2.500311,0.15354197,0.00014663258135000001,0.255,0.0,0.0229
HD 20329 b,HD 20329,0.9,0.02334593,0.0233459308122826,0.018,0.0,1,1,0.926118,0.02334593,2.229536315e-05,0.9,0.0,0.018
bet Pic c,bet Pic,1.795,10.139,10.139,2.68,0.314,1,2,1192.77951,10.139,0.009682745,1.795,0.314,2.68
7 CMa c,7 CMa,1.34,0.87,,2.153,0.08,1,2,996.0,0.87,0.0008308500000000001,1.34,0.08,2.153
HD 14067 b,HD 14067,2.4,15.3,15.3,5.15,0.65,1,1,2744.0,15.3,0.014611500000000001,2.4,0.65,5.15
WASP-157 b,WASP-157,1.06,0.574,0.574,0.0499,0.0,1,1,3.951623,0.574,0.00054817,1.06,0.0,0.0499
K2-14 b,K2-14,0.47,0.065,,0.0627,0.14,1,1,8.36802,0.065,6.2075e-05,0.47,0.14,0.0627
TOI-411 b,HD 22946,1.098,0.04313648,0.0431364840210774,0.05727,0.126,1,3,4.040295,0.04313648,4.11953384e-05,1.098,0.126,0.05727
K2-136 b,K2-136,0.742,0.01352931,0.0135293130044225,0.0707,0.14,2,3,7.9752,0.01352931,1.2920491049999999e-05,0.742,0.14,0.0707
K2-101 b,K2-101,0.82,0.0147,,0.1124,0.1,1,1,14.6762429,0.0147,1.40385e-05,0.82,0.1,0.1124
EPIC 211822797 b,EPIC 211822797,0.62,0.0137,,0.1195,0.06,1,1,21.1701963,0.0137,1.3083500000000001e-05,0.62,0.06,0.1195
TOI-2193 A b,TOI-2193 A,1.082,0.94,0.94,0.03319,0.0,2,1,2.1225735,0.94,0.0008977,1.082,0.0,0.03319
GJ 1132 c,GJ 1132,0.181,0.00830633,,0.0476,0.27,1,2,8.929,0.00830633,7.932545150000001e-06,0.181,0.27,0.0476
WASP-171 b,WASP-171,1.171,1.084,1.084,0.0504,0.0,1,1,3.8186244,1.084,0.00103522,1.171,0.0,0.0504
PZ Tel b,PZ Tel,1.36,27.0,27.0,27.0,0.52,1,1,44000.0,27.0,0.025785,1.36,0.52,27.0
WASP-17 b,WASP-17,2.28,0.78,0.78,0.0515,0.0,1,1,3.73543,0.78,0.0007449000000000001,2.28,0.0,0.0515
K2-110 b,K2-110,0.738,0.05002699,0.0500269945977485,0.10207,0.13,1,1,13.86375,0.05002699,4.777577545e-05,0.738,0.13,0.10207
TOI-942 b,TOI-942,0.822,2.6,2.6,0.04866,0.34,3,2,4.32421,2.6,0.002483,0.822,0.34,0.04866
Kepler-1938 b,Kepler-1938,0.646,0.0126,,0.0938,0.0,1,1,13.06260014,0.0126,1.2033e-05,0.646,0.0,0.0938
Kepler-1945 b,Kepler-1945,0.767,0.00695,,0.0597,0.0,1,1,6.080039978,0.00695,6.63725e-06,0.767,0.0,0.0597
Kepler-1997 b,Kepler-1997,1.111,0.0183,,0.1815,0.0,1,1,26.7575866,0.0183,1.74765e-05,1.111,0.0,0.1815
Kepler-1721 b,Kepler-1721,0.89,0.0312,,0.0519,0.0,1,1,4.592380047,0.0312,2.9795999999999997e-05,0.89,0.0,0.0519
Kepler-1722 b,Kepler-1722,0.876,0.027,,0.0819,0.0,1,1,9.178569794,0.027,2.5785e-05,0.876,0.0,0.0819
Kepler-1723 b,Kepler-1723,0.96,0.0272,,0.2249,0.0,1,1,39.75289917,0.0272,2.5976e-05,0.96,0.0,0.2249
Kepler-1741 b,Kepler-1741,0.454,0.00681,,0.0296,0.0,1,1,2.757590055,0.00681,6.50355e-06,0.454,0.0,0.0296
Kepler-1742 b,Kepler-1742,0.939,0.0169,,0.2587,0.0,1,1,49.47819901,0.0169,1.61395e-05,0.939,0.0,0.2587
Kepler-1755 b,Kepler-1755,1.003,0.0924,,0.1668,0.0,1,1,24.81209946,0.0924,8.8242e-05,1.003,0.0,0.1668
Kepler-1758 b,Kepler-1758,1.035,0.0224,,0.0919,0.0,1,1,9.977210045,0.0224,2.1392e-05,1.035,0.0,0.0919
Kepler-1759 b,Kepler-1759,0.76,0.00213,,0.0429,0.0,1,1,3.720230103,0.00213,2.03415e-06,0.76,0.0,0.0429
Kepler-1761 b,Kepler-1761,0.573,0.00791,,0.0413,0.0,1,1,4.043540001,0.00791,7.55405e-06,0.573,0.0,0.0413
Kepler-1762 b,Kepler-1762,1.298,0.0253,,0.204,0.0,1,1,29.53910065,0.0253,2.41615e-05,1.298,0.0,0.204
Kepler-1906 b,Kepler-1906,0.987,0.0256,,0.0738,0.0,1,1,7.362689972,0.0256,2.4448e-05,0.987,0.0,0.0738
Kepler-1764 b,Kepler-1764,1.162,0.0593,,0.3512,0.0,1,1,70.46829987,0.0593,5.66315e-05,1.162,0.0,0.3512
HD 184010 d,HD 184010,1.35,0.45,,1.92,0.0,1,3,836.4,0.45,0.00042975,1.35,0.0,1.92
Kepler-1793 b,Kepler-1793,0.85,0.0434,,0.0787,0.0,1,1,8.779999733,0.0434,4.1447000000000005e-05,0.85,0.0,0.0787
Kepler-1795 b,Kepler-1795,0.768,0.0107,,0.1002,0.0,1,1,13.36019993,0.0107,1.0218499999999999e-05,0.768,0.0,0.1002
Kepler-1796 b,Kepler-1796,1.018,0.0252,,0.1879,0.0,1,1,29.4557991,0.0252,2.4066e-05,1.018,0.0,0.1879
Kepler-1792 b,Kepler-1792,0.878,0.0217,,0.0488,0.0,1,1,4.1957798,0.0217,2.0723500000000002e-05,0.878,0.0,0.0488
Kepler-1797 b,Kepler-1797,1.069,0.0301,,0.1637,0.0,1,1,23.3593998,0.0301,2.8745499999999998e-05,1.069,0.0,0.1637
Kepler-1922 b,Kepler-1922,0.953,0.0184,,0.1077,0.0,1,1,13.22259998,0.0184,1.7572e-05,0.953,0.0,0.1077
Kepler-1805 b,Kepler-1805,0.581,0.00945,,0.0699,0.0,1,1,8.847940445,0.00945,9.02475e-06,0.581,0.0,0.0699
Kepler-1807 b,Kepler-1807,1.087,0.0245,,0.0988,0.0,1,1,10.86060047,0.0245,2.33975e-05,1.087,0.0,0.0988
Kepler-1810 b,Kepler-1810,0.921,0.0459,,0.4137,0.0,1,1,101.1330032,0.0459,4.38345e-05,0.921,0.0,0.4137
Kepler-1935 b,Kepler-1935,0.845,0.0214,,0.0463,0.0,1,1,3.951400042,0.0214,2.0436999999999998e-05,0.845,0.0,0.0463
Kepler-1951 b,Kepler-1951,0.923,0.0189,,0.1435,0.0,1,1,20.65780067,0.0189,1.80495e-05,0.923,0.0,0.1435
Kepler-1954 b,Kepler-1954,0.942,0.0123,,0.0625,0.0,1,1,5.883430004,0.0123,1.17465e-05,0.942,0.0,0.0625
Kepler-1949 b,Kepler-1949,1.194,0.0175,,0.0352,0.0,1,1,2.208280087,0.0175,1.6712500000000003e-05,1.194,0.0,0.0352
Kepler-1958 b,Kepler-1958,0.961,0.0153,,0.0856,0.0,1,1,9.328619957,0.0153,1.4611499999999999e-05,0.961,0.0,0.0856
Kepler-1959 b,Kepler-1959,0.768,0.00494,,0.0617,0.0,1,1,6.38669014,0.00494,4.7177e-06,0.768,0.0,0.0617
Kepler-1811 b,Kepler-1811,0.946,0.0445,,0.3462,0.0,1,1,76.42230225,0.0445,4.24975e-05,0.946,0.0,0.3462
Kepler-1960 b,Kepler-1960,1.117,0.00712,,0.0354,0.0,1,1,2.297940016,0.00712,6.7996e-06,1.117,0.0,0.0354
Kepler-1961 b,Kepler-1961,0.871,0.0102,,0.0588,0.0,1,1,5.604710102,0.0102,9.741e-06,0.871,0.0,0.0588
Kepler-1829 b,Kepler-1829,0.873,0.0211,,0.0559,0.0,1,1,5.186719894,0.0211,2.01505e-05,0.873,0.0,0.0559
Kepler-1987 c,Kepler-1987,0.799,0.00733,,0.0427,0.0,1,4,3.64830183,0.00733,7.00015e-06,0.799,0.0,0.0427
Kepler-1987 d,Kepler-1987,0.799,0.0238,,0.0571,0.0,1,4,5.644914154,0.0238,2.2729000000000002e-05,0.799,0.0,0.0571
Kepler-1987 e,Kepler-1987,0.799,0.0137,,0.0765,0.0,1,4,8.74292005,0.0137,1.3083500000000001e-05,0.799,0.0,0.0765
Kepler-1985 b,Kepler-1985,0.877,0.0182,,0.0426,0.0,1,1,3.42064689,0.0182,1.7381000000000002e-05,0.877,0.0,0.0426
Kepler-1859 c,Kepler-1859,1.09,0.0107,,0.0473,0.0,1,2,3.59645081,0.0107,1.0218499999999999e-05,1.09,0.0,0.0473
Kepler-1865 b,Kepler-1865,0.849,0.00979,,0.0344,0.0,1,1,2.524009943,0.00979,9.34945e-06,0.849,0.0,0.0344
Kepler-1853 b,Kepler-1853,0.765,0.00918,,0.2395,0.0,1,1,48.88819885,0.00918,8.7669e-06,0.765,0.0,0.2395
Kepler-1872 b,Kepler-1872,0.913,0.0197,,0.0465,0.0,1,1,3.825910091,0.0197,1.88135e-05,0.913,0.0,0.0465
Kepler-1654 b,Kepler-1654,1.011,0.5,0.5,2.026,0.26,1,1,1047.8356,0.5,0.0004775,1.011,0.26,2.026
Kepler-1875 b,Kepler-1875,0.95,0.033,,0.2039,0.0,1,1,34.45859909,0.033,3.1515e-05,0.95,0.0,0.2039
Kepler-1904 b,Kepler-1904,0.526,0.00791,,0.0436,0.0,1,1,4.577020168,0.00791,7.55405e-06,0.526,0.0,0.0436
TOI-6034 b,TOI-6034,0.514,0.798,0.798,0.02949,0.04,2,1,2.576184,0.798,0.0007620900000000001,0.514,0.04,0.02949
Kepler-210 c,Kepler-210,0.77,0.0401,,0.07,0.0,1,2,7.972513,0.0401,3.82955e-05,0.77,0.0,0.07
